,Antecedentes,Edad,Expect.,Pension,Salario Base,Semanas Cotizadas,Sexo
1366,Si,86.0,67.39939652260838,5180790.595769316,2362692.6399841383,3060.0,M
1367,Si,41.0,63.37701239922899,1883008.994578453,2076377.698697244,1127.0,M
1368,No,44.0,63.19486158211468,1571248.8938779004,3133408.974935929,598.0,F
1369,No,43.0,60.16787853830516,2048170.3400417464,3701717.450861414,675.0,M
1370,Si,26.0,57.86966424038612,357253.3921132377,1155193.163450215,288.0,F
1371,Si,96.0,71.04151020005602,634348.0650951156,1117464.868080771,702.0,F
1372,No,79.0,67.62321305644065,8160026.3333306825,3887768.341158252,2745.0,F
1373,No,37.0,64.95918308439636,528296.3362105446,1038106.6581966314,532.0,F
1374,No,74.0,66.3567611316495,649700.2754324822,1353268.416261735,560.0,M
1375,Si,45.0,62.24875067409141,1583665.3163679056,1667500.1162348464,1188.0,M
1376,No,68.0,65.58860066121811,2363942.272977452,1983844.216474209,1550.0,M
1377,No,71.0,65.49373195999866,2820876.0143289054,4032156.544753554,795.0,M
1378,Si,93.0,66.6675718716325,4246998.118982348,2679314.749926618,2100.0,M
1379,No,95.0,74.26956560979497,5609654.172298843,2435250.484802424,3080.0,F
1380,No,20.0,56.87681070104606,132563.63346927334,3706908.92984966,46.0,F
1381,Si,92.0,73.35476166871689,3452611.6072834767,1411920.433313537,3330.0,F
1382,Si,47.0,59.18460933920044,1071656.3131987557,1666616.1632571225,841.0,F
1383,No,65.0,65.0,1475188.918120786,1364959.2662737274,1410.0,M
1384,Si,31.0,52.252715782141465,950277.5284544674,3662120.4693712266,156.0,M
1385,Si,47.0,64.38092029829703,375440.41443923773,2409262.692184261,174.0,M
1386,No,20.0,52.77475812833647,521982.88339738396,3837632.896132224,64.0,F
1387,Si,75.0,66.50047626659025,5124176.231921275,2826409.5958107095,2337.0,M
1388,No,42.0,58.5423041016229,1530878.5056290566,3451420.9697630266,552.0,F
1389,Si,78.0,68.04751973905044,1156477.122392953,3832462.4949845364,360.0,M
1390,No,78.0,66.37008368306266,1787427.2428403501,2986204.5379781947,660.0,F
1391,No,68.0,65.51092354515262,468473.65657274215,1035418.9084657325,450.0,M
1392,Si,50.0,64.62846974539141,586261.3970584872,2848232.5032712724,128.0,F
1393,No,75.0,67.38786974541982,4255264.94611671,3745239.029022819,1539.0,F
1394,Si,20.0,56.6543293114983,523875.5459980541,3829395.43774422,8.0,F
1395,Si,42.0,57.22270161475088,116314.08081009968,2129068.4451661007,0.0,M
1396,Si,22.0,50.59222309479142,128392.84871511543,1061345.775585699,40.0,F
1397,No,77.0,67.02838229064204,5101513.428987413,4030287.621649409,1770.0,F
1398,Si,82.0,65.5308454016344,4613486.80893114,3941720.333949344,1472.0,M
1399,No,55.0,64.25112439164798,3226850.2791089937,3891091.8248626012,962.0,F
1400,Si,61.0,64.52827535699299,2157134.954155772,4156340.1693562465,645.0,F
1401,Si,64.0,64.99087894975638,302224.7111486929,1711414.419916893,92.0,M
1402,Si,30.0,63.64773817668788,644334.1999353009,2052538.2712020609,372.0,F
1403,Si,87.0,71.6879235086355,849335.666478121,3631752.245102692,207.0,M
1404,Si,67.0,65.39947800768047,108253.81871162853,1411916.5004510807,49.0,M
1405,No,69.0,65.13191809921021,555552.2502784589,2754383.745823385,102.0,F
1406,No,97.0,65.37156328399095,5170176.1276772,3459607.4487531777,1896.0,F
1407,No,28.0,54.81228630569599,419797.94473117485,3610288.200366415,70.0,M
1408,No,75.0,68.50651559603945,3170164.746540579,2310829.560759493,1881.0,F
1409,Si,24.0,50.79950893431732,181721.29967699666,1217907.598233879,126.0,M
1410,Si,39.0,61.6496156766788,660540.4766335824,808540.4613085919,1029.0,F
1411,No,61.0,63.488954889165896,3650297.8923198557,2248725.8114632363,2064.0,F
1412,Si,70.0,66.65295573785414,3055411.060023272,2109700.44258962,1924.0,F
1413,Si,69.0,65.39225893306023,297121.39418644155,1227556.5026158516,255.0,M
1414,Si,56.0,62.73385870266817,4158494.6152054975,3014516.4956359356,1748.0,F
1415,Si,26.0,58.09075183771344,804153.0206629322,2790244.957188649,392.0,F
1416,Si,41.0,61.28975111815933,1353758.52381499,3993806.7804307505,460.0,F
1417,Si,70.0,66.57425645332272,5891214.930232366,4089764.240881238,1976.0,F
1418,No,93.0,74.87949265595135,2751397.7903944775,3863914.4308614363,825.0,F
1419,Si,70.0,65.32413323704806,1102984.4711362594,2052521.1219029878,572.0,F
1420,Si,84.0,71.730499494205,5754789.395669016,2347590.385629013,3234.0,M
1421,No,80.0,69.76926767111254,301555.48229429784,3436296.8934287503,62.0,F
1422,Si,77.0,69.20211895994089,1392330.6661938108,3597089.957416699,531.0,F
1423,No,57.0,62.06071096542354,3903497.0931383334,4228391.324995652,1092.0,M
1424,Si,66.0,65.01261296948084,1871421.6151418814,3212132.2958513624,768.0,F
1425,Si,91.0,71.94035649017854,10669294.228607802,4182577.46640997,3431.0,M
1426,Si,95.0,70.46304371179903,2202219.4493298256,1709475.6807305044,1694.0,M
1427,Si,70.0,65.19127257953743,2417935.3652936514,1852810.368546522,1664.0,F
1428,Si,87.0,72.4604475872727,2600376.7912559705,1706522.7904765185,1932.0,M
1429,No,52.0,63.65643092226605,1762734.943578353,2446685.186821142,986.0,F
1430,No,73.0,67.83053334902664,2423183.6010968266,1653478.5611122516,2035.0,F
1431,No,46.0,59.118923898299805,4121609.6295855576,4078332.7493249094,1316.0,M
1432,Si,91.0,68.60178875890062,291085.74628965755,1464358.6301340386,73.0,M
1433,No,26.0,53.45964736519423,128071.48297948629,3088233.5249262964,56.0,F
1434,No,75.0,65.88514619948413,1882284.0261823623,1593713.6761652562,1653.0,M
1435,Si,31.0,59.39952184109592,311486.47679219506,3650645.7145482106,104.0,F
1436,No,43.0,60.36891305467296,227003.8203718691,2278397.8101793285,25.0,M
1437,No,43.0,61.20830501355702,829929.5362074862,1409267.9280688125,675.0,F
1438,No,93.0,74.6180664982287,2202322.44101087,2108710.2665790385,1275.0,M
1439,Si,38.0,57.37338670525182,741974.525812638,1295944.1017734883,600.0,F
1440,Si,82.0,67.86371143298993,3363609.055331422,3814397.0358466976,1088.0,M
1441,Si,90.0,65.77605984898504,1758015.352527482,3938199.141200511,576.0,F
1442,Si,33.0,57.541217649872266,1132060.0548454989,3209178.506591256,450.0,M
1443,Si,19.0,61.58413471145853,58333.227277863865,1154432.1023755565,25.0,F
1444,Si,65.0,65.0,3586984.3982415022,4237958.524825704,1081.0,F
1445,No,92.0,70.74393848939795,4981949.631160787,3320031.8769682427,2072.0,F
1446,Si,59.0,63.956997792026314,1508629.0123895842,3063300.511826658,615.0,F
1447,Si,95.0,65.48755906211721,650294.0884288052,1616211.2212808682,385.0,F
1448,No,36.0,61.12475123700791,1047148.6788866763,4071954.705557672,342.0,M
1449,No,77.0,65.72379208348123,1746873.538469445,849958.3770925424,2773.0,F
1450,Si,78.0,66.03569489457698,357420.0701693259,941970.303746641,420.0,M
1451,No,68.0,65.87413934288836,4336662.182787692,2632428.7376028504,2300.0,F
1452,No,44.0,63.071560440175205,650238.5320449013,3388110.278623689,130.0,M
1453,No,65.0,65.0,1066850.8845052773,4070667.304203228,188.0,F
1454,Si,20.0,49.411328956059435,346136.77143083746,3089822.1856089896,84.0,M
1455,No,28.0,59.94510341787533,128260.43698647294,2115534.1699956604,10.0,M
1456,No,57.0,63.25105222982702,738964.2788184804,1355161.0046670304,663.0,M
1457,No,41.0,60.99383428071903,636995.7852241545,1928957.9395185225,345.0,M
1458,Si,21.0,51.88151379754255,429347.5704786418,3538397.637319944,78.0,M
1459,No,49.0,59.51573894246853,1840043.2197406255,4147376.1653233687,434.0,F
1460,No,64.0,64.63016278791282,1525899.3140810546,4208871.033372409,506.0,M
1461,Si,25.0,60.851279732796186,348193.49254309025,1098620.7494083229,266.0,F
1462,Si,86.0,70.17874996028938,339685.94764655916,1856383.861532079,68.0,M
1463,Si,23.0,63.15822492792146,370285.07618303114,1169773.6914383566,245.0,F
1464,Si,50.0,59.155131644884605,2273246.82200804,2872221.734431724,960.0,M
1465,Si,32.0,56.68334717315542,419169.6185400058,1074242.1675655565,490.0,F
1466,Si,97.0,74.61961255308152,2242196.4033455295,1386019.470240496,2133.0,F
1467,No,37.0,63.38496469343151,542833.5061716103,3519983.1153017976,38.0,M
1468,Si,79.0,69.55651159907421,1893931.2156221347,1706729.0361473833,1525.0,F
1469,Si,76.0,66.22631150693022,1372596.5182813606,892532.9447026649,2146.0,M
1470,No,26.0,62.92529771608795,971646.1907687254,2513734.1605281243,368.0,F
1471,No,56.0,63.75700988901829,2599285.660956382,2079967.4857532333,1672.0,M
1472,No,52.0,61.02315478901581,3655623.100193457,4229286.612104218,1190.0,M
1473,No,66.0,65.32237203696046,2056192.8393430475,1764494.916506061,1584.0,M
1474,Si,25.0,62.12626524647752,227055.84760195334,1081168.9685277105,252.0,F
1475,Si,47.0,58.92539405160426,1008597.1903333497,1275901.0726122237,1102.0,F
1476,No,40.0,64.16200694741063,1346920.871924561,2273859.332692622,770.0,M
1477,Si,72.0,67.43343864188479,2571657.425536196,3789810.1533918134,756.0,F
1478,Si,97.0,69.62651129572556,2905318.871305391,3959594.7982473127,869.0,M
1479,Si,69.0,66.43536528415022,2347886.092192208,1467147.0029422967,2091.0,M
1480,Si,91.0,70.65858322099007,6163706.021227162,2725582.090016096,3139.0,F
1481,No,61.0,63.87551675185504,2264892.8764670347,1748824.437430163,1677.0,F
1482,Si,70.0,66.08915744134707,1306089.9235724001,819969.2033122842,2132.0,F
1483,No,92.0,75.33181863323257,4716849.198295973,2761968.5734864613,2368.0,F
1484,Si,39.0,63.58401590383832,1519927.9309493871,3999259.358999266,399.0,M
1485,No,26.0,51.7964631962173,553760.7009463,3056551.8083888288,160.0,F
1486,No,90.0,74.51277384635135,4845523.194562793,2474056.5602485472,2736.0,M
1487,No,85.0,71.19951593666697,3858083.4246732784,2084002.7892768544,2546.0,F
1488,No,52.0,63.79201957058542,785112.7593384661,3473987.77540849,238.0,M
1489,No,64.0,64.63528102917861,3395016.2252755417,3779004.2324081496,1196.0,F
1490,No,57.0,61.9731630354413,732409.894879312,4192614.681263612,78.0,M
1491,No,42.0,58.52514733511126,1936764.8659643524,3614745.673815643,600.0,F
1492,Si,49.0,63.29734416509424,1662792.183552924,3177133.2657451727,589.0,F
1493,Si,84.0,65.28973162061565,676623.4104291319,998257.8228670412,924.0,F
1494,No,20.0,50.994759191695294,360270.68393555755,1830342.2839936868,96.0,M
1495,Si,49.0,58.957902359498036,1627635.8202713863,1598572.5330874445,1302.0,F
1496,Si,34.0,54.602942789598785,774178.2944192069,1578098.2386566652,656.0,F
1497,Si,88.0,65.1303503126472,4702283.742747234,3800810.8648943864,1540.0,F
1498,No,24.0,61.063307701615834,591997.4257384868,2839382.9586492376,246.0,M
1499,Si,85.0,70.75427866954416,319143.9546648397,2528212.7499841778,134.0,F
1500,Si,63.0,64.60135955448365,1089896.7569558965,2211497.0648061866,540.0,F
1501,No,42.0,57.270496066867445,1766285.453635422,3409619.773895444,600.0,M
1502,Si,74.0,68.44109570556165,4100669.029622782,2138679.88855538,2520.0,M
1503,No,30.0,51.564560544159704,530534.320211515,3864988.6386965034,192.0,M
1504,Si,95.0,68.8035227035933,790816.3496984602,1865678.4719089908,385.0,F
1505,No,29.0,58.077194071184465,750719.5291940127,3187511.6631148555,198.0,M
1506,No,45.0,64.68397207165332,1323059.8263738742,2065191.7652072357,729.0,F
1507,Si,55.0,62.46301267217077,3056282.7305224407,2308235.4852511506,1702.0,F
1508,Si,81.0,68.5340044277883,124165.1266078914,825808.6410022032,126.0,F
1509,No,51.0,59.8816664296228,179904.54042839303,1570687.7703872884,66.0,F
1510,Si,26.0,51.16289959673999,223209.3177791482,2182841.284262507,8.0,M
1511,No,86.0,71.90937314592445,502034.8767621424,2837477.8134546,68.0,F
1512,No,66.0,65.00646001628431,4591801.393474422,3853190.9687836226,1584.0,F
1513,No,41.0,59.145366118829656,2629861.966086772,3441142.3782019136,966.0,F
1514,Si,75.0,67.80036143812823,3693801.6967481696,2405864.791641106,1995.0,M
1515,Si,55.0,61.52797278610008,663507.5110528676,945716.1551720185,962.0,M
1516,No,62.0,64.11764178606933,290983.5504219713,819929.3149129215,352.0,M
1517,No,39.0,55.8345367470662,221943.87523161026,1115051.0023147855,147.0,F
1518,Si,85.0,72.50590571905363,2278861.3039431646,4080912.5672841687,737.0,F
1519,No,94.0,73.03546682084739,2956061.608849955,2976544.2807424865,1292.0,F
1520,No,63.0,64.8943978774189,1713769.393999028,1659218.7966048107,1305.0,F
1521,Si,29.0,63.73907581008303,777884.9197353439,4273892.7916480545,209.0,F
1522,No,92.0,65.49102582439986,2118636.006076118,1378921.5143217123,2072.0,M
1523,No,91.0,75.23225956812975,7766286.566159697,3277586.053150716,3139.0,M
1524,Si,48.0,58.91284045439583,1049421.6103057058,2087240.788605295,660.0,M
1525,No,37.0,61.784742731249864,573995.6155050868,1621524.5270709177,437.0,M
1526,No,62.0,64.25080357376034,2853265.441745457,2111033.888572785,1848.0,F
1527,No,51.0,61.478682774694015,3530396.7270295303,4059070.6498583104,1089.0,M
1528,No,63.0,64.84356877014977,2479400.722661615,2655206.5248300666,1305.0,F
1529,Si,74.0,67.82203350000745,3704052.0843744488,3426365.911152229,1344.0,M
1530,No,55.0,61.70813466991573,3561777.916090104,2960288.8960852916,1517.0,M
1531,Si,33.0,54.725359696435774,1307377.9641684766,3671680.1006258093,345.0,F
1532,No,65.0,65.0,4060638.1779206647,3852163.2024486293,1316.0,F
1533,Si,83.0,69.18697910251917,2398887.6425470873,3522218.4866641006,780.0,F
1534,Si,54.0,62.676471409641195,1558659.2114920716,1743743.0961596612,1116.0,F
1535,Si,80.0,68.06728014203009,2974184.4074541423,4081526.828307569,992.0,M
1536,No,40.0,57.31200353668319,510202.890894993,3188962.232220485,198.0,M
1537,Si,37.0,63.21567741252635,613055.3816606324,3233262.167857889,133.0,M
1538,Si,91.0,74.8662706201089,1074516.6960200972,1340674.2096347637,1022.0,F
1539,No,63.0,64.49774994063723,2182218.1818927494,2157847.5752405105,1350.0,M
1540,Si,75.0,66.55685605694292,3239313.3584378785,2741330.6922782212,1596.0,M
1541,No,95.0,68.2002390933808,1461975.0916459695,1818419.2195388027,924.0,M
1542,No,32.0,61.51978753574747,249763.77061533893,2265655.882889786,56.0,M
1543,Si,82.0,65.36066488269952,1276422.6848075336,2656078.2271236316,640.0,M
1544,Si,69.0,65.59382369768235,4765725.907892403,2663630.4009683123,2448.0,M
1545,No,22.0,63.80541056129136,673033.4069736148,2828053.6870525917,144.0,F
1546,Si,45.0,61.80268153285459,1783722.112449403,4089793.97632628,486.0,M
1547,No,54.0,62.227677402260205,665032.5529909513,982773.1643053513,792.0,F
1548,No,85.0,70.33324381597578,3395613.999474156,2224006.944074031,2077.0,M
1549,Si,86.0,70.43457255056077,768077.0351033013,2471323.9929834083,272.0,M
1550,No,40.0,63.86213127567014,721149.3265376934,1084815.014247867,726.0,F
1551,No,75.0,67.56405287066922,894315.7912200843,3358011.6391354017,171.0,M
1552,No,59.0,63.50078965989643,1646296.3283966181,1347651.3576826574,1640.0,M
1553,No,70.0,65.21641781665845,4021661.439288268,3098701.49507713,1664.0,F
1554,No,43.0,57.253338972969644,659786.8700198457,1893649.607192088,425.0,M
1555,Si,59.0,62.834869596968126,5640624.068184467,4056486.5351752355,1927.0,F
1556,No,51.0,63.468762887101796,2649395.2261624928,3369010.5258078855,1056.0,F
1557,Si,91.0,65.3534445590043,3185693.157880953,2008184.8636441096,2044.0,M
1558,No,55.0,63.019900977240525,1697619.6662380672,3522517.2332373355,666.0,F
1559,Si,65.0,65.0,3267008.116650327,4027394.07305817,940.0,M
1560,No,51.0,64.77073534955733,3469608.1190768685,3205477.394401535,1353.0,F
1561,Si,55.0,64.6680213238837,1914233.0138195327,1550350.14794552,1554.0,F
1562,No,29.0,58.69500929400881,108112.58326901027,1122410.5594091665,77.0,M
1563,Si,51.0,60.98682604387845,3322679.6480117673,3083902.2092740913,1419.0,M
1564,Si,44.0,63.97047555423465,2173330.333677378,2377959.2250256287,1274.0,F
1565,Si,27.0,57.08137270318788,333025.26244544866,2085027.099773271,99.0,F
1566,Si,61.0,63.690075471604985,809889.0989264745,1334046.8858544633,817.0,M
1567,No,95.0,72.40628610836545,3653463.420112733,2286027.815691789,2156.0,F
1568,Si,32.0,64.53014527580987,676702.0607069449,1900905.1268117737,364.0,F
1569,Si,75.0,66.83102659785439,3545988.1399661223,3123821.455405732,1539.0,F
1570,No,44.0,60.057072627897455,2705805.800799125,4116098.74290649,910.0,M
1571,No,62.0,64.12950942165742,632262.9837365401,3022989.410592439,220.0,M
1572,Si,76.0,67.32551427615421,122000.62215591778,1176351.6461989745,58.0,F
1573,No,82.0,65.3724830326312,1895947.2210071576,1661775.4473400642,1408.0,M
1574,Si,26.0,54.35157467738661,1263099.127357095,3496755.5505602914,344.0,M
1575,No,26.0,58.463860597450456,756182.61169794,4226133.646868177,208.0,M
1576,Si,59.0,63.41492852389139,89556.6423403753,1255963.7284883587,82.0,M
1577,No,93.0,70.00834561327221,290614.6625717294,2596969.880805908,75.0,M
1578,Si,39.0,64.06644840794792,2455781.109401316,3463935.017388135,924.0,F
1579,Si,75.0,65.96032513420313,1784065.4070007813,1809277.2091049291,1368.0,F
1580,No,54.0,61.95557102080839,4568317.915191475,4005287.324045801,1440.0,M
1581,No,71.0,66.67776283308336,2974783.276955059,2436604.939114142,1537.0,M
1582,No,37.0,54.09565691043558,2162205.047512578,4032467.5693600723,627.0,M
1583,Si,73.0,66.15566388256335,3778210.0308053396,3468310.8095442415,1485.0,F
1584,No,74.0,65.43333983058639,222491.66088001998,2545405.456065079,112.0,M
1585,Si,88.0,67.28123804486188,3974028.405190074,3542424.380340381,1400.0,M
1586,No,81.0,65.88739437940399,1520938.2830395345,1410627.2523994606,1386.0,M
1587,Si,31.0,60.83550415222599,1020552.7830627058,3910593.9787024213,364.0,F
1588,Si,25.0,59.965743336734704,826992.3939314698,3474095.494874872,238.0,M
1589,Si,48.0,60.208917488290346,1473065.0383735285,2517526.0147268837,660.0,F
1590,Si,28.0,50.28135434181602,301551.1192996122,2564600.6414236566,40.0,F
1591,Si,80.0,68.27031318131894,4431650.88523481,2025666.1146613436,3038.0,F
1592,No,80.0,66.91140902451836,472064.573630887,1375468.9592856518,372.0,M
1593,No,57.0,63.40400597337289,3943706.90261238,3623226.0032323906,1326.0,M
1594,Si,63.0,64.6851614346146,2001679.0505049948,1941160.0803070213,1260.0,F
1595,No,24.0,48.82786062215588,540216.9889922352,3736386.462748564,126.0,F
1596,No,46.0,58.591403773100474,2816206.8012551065,2660353.186416539,1316.0,M
1597,Si,70.0,66.84978037554778,466551.953747305,1138698.0258870404,416.0,F
1598,No,84.0,66.05855290525102,1286192.417444991,1264939.536826318,1320.0,M
1599,Si,79.0,69.34015673075388,4069538.733119006,2318572.3770319037,2257.0,F
1600,No,43.0,60.52603621602818,1226921.0795956296,2201203.5195989446,775.0,M
1601,Si,51.0,63.09344712373375,2798518.5341492784,2477404.816488951,1518.0,M
1602,No,75.0,65.36183626509339,2271078.4730813736,1753063.5328404251,1653.0,F
1603,Si,51.0,64.14527950487634,347660.10296929575,1369878.2731558657,165.0,M
1604,No,69.0,66.56504452600095,1985673.3716561138,3276887.016346249,663.0,M
1605,Si,37.0,55.670899899495936,550440.8734611103,2191014.4235633444,171.0,F
1606,No,48.0,62.9248115576207,3099020.0324615445,4164087.0679179737,960.0,F
1607,No,28.0,56.0984346819649,654427.3180197384,1423798.565253315,480.0,F
1608,No,27.0,59.737968062511264,428827.75554885145,1044210.8447985852,396.0,F
1609,No,40.0,61.16155158738505,1669558.6079761875,2539184.370568256,792.0,F
1610,Si,38.0,63.61301758466251,790906.2223713165,1273923.898355205,740.0,M
1611,Si,79.0,66.0385488698217,6261829.182085793,3741838.310923775,2135.0,F
1612,Si,96.0,77.38447575786894,6577405.278941858,2778240.3111384073,3198.0,M
1613,Si,19.0,54.56485363238189,33143.42258232524,1795735.8136563166,15.0,M
1614,No,86.0,71.35612067604771,472272.8753654623,847722.0974953747,612.0,F
1615,Si,82.0,68.26737945038296,4497917.264057245,2675423.718689122,2240.0,F
1616,Si,58.0,63.30868345834841,1232632.9287301016,3861584.8928349074,360.0,M
1617,No,86.0,67.1241608875451,1879897.8726260976,3222385.3297636104,816.0,F
1618,Si,87.0,71.67081509581563,4445930.938725958,2867487.598051387,2139.0,M
1619,No,21.0,48.4984126930295,274565.21857135993,1725721.528637757,51.0,F
1620,No,81.0,68.80217860541075,4011959.0848115566,2569389.660010809,2079.0,M
1621,Si,47.0,59.11608596123993,3137008.0018007373,3602292.7741604773,1189.0,F
1622,No,37.0,55.08468136870224,2316271.695256504,3533379.2071224106,798.0,M
1623,Si,57.0,63.69245420794623,3467951.3717066995,3240683.281266329,1365.0,F
1624,No,31.0,60.964045639761636,587674.5521394947,1304140.0405279421,546.0,F
1625,Si,96.0,70.21463402949277,3376185.0896837455,3516935.201161575,1248.0,M
1626,Si,76.0,66.65372357004107,3687708.5874090213,2191966.9522780157,2320.0,F
1627,Si,40.0,58.22657178932562,1881234.669635869,4064213.799163703,484.0,M
1628,Si,46.0,63.04679938348499,2155155.3786088172,3137194.6176297874,896.0,F
1629,No,86.0,68.9062907730338,7338211.170856192,4233673.598039838,2312.0,F
1630,No,39.0,56.046845701304875,1172613.5733474267,1716247.9164497755,861.0,M
1631,No,71.0,67.07169458203619,1426761.7043492745,1673905.3387194583,1007.0,F
1632,No,26.0,53.401444725717795,600488.4216799056,1607230.322071368,392.0,M
1633,Si,41.0,55.718146081899114,2096093.8688966539,3245217.5836141813,805.0,M
1634,Si,60.0,63.32978518407654,1373007.857491915,1980839.1049121772,840.0,F
1635,Si,37.0,58.34839874250379,317503.9380379813,1669915.2402516925,152.0,M
1636,Si,85.0,71.25695251145733,5219901.245113622,3629312.248155415,1876.0,F
1637,No,46.0,62.317278728312644,1743131.73340592,2621782.139352721,840.0,M
1638,Si,51.0,59.57834304443516,1127752.2737142013,1138306.1321398788,1353.0,M
1639,Si,93.0,65.51689488357908,6169642.97976124,3708149.8281596806,2175.0,M
1640,Si,31.0,59.605625002605834,195302.3053393074,2225834.7112467363,91.0,F
1641,Si,49.0,64.70642449807886,1325372.0777446842,1199625.920412434,1488.0,F
1642,Si,58.0,63.203458934309076,1075714.2861741274,3227384.8970458135,440.0,M
1643,No,85.0,67.56617587459816,6223154.009088159,3465143.6895248764,2479.0,M
1644,Si,36.0,63.25366035808132,1562872.114217061,2425387.0872553205,720.0,M
1645,No,80.0,69.96296150290145,3747884.0821543476,4150661.119020101,1240.0,F
1646,No,45.0,58.99632758076693,2259761.2191380356,2391207.419922561,1242.0,F
1647,No,37.0,57.69388921010974,763660.4570208653,2481759.557742689,285.0,F
1648,No,25.0,52.492492581120814,290545.88032526884,1892687.4062222408,182.0,M
1649,No,70.0,65.03605946322793,4448003.408356522,2955731.7746903077,2028.0,F
1650,Si,31.0,59.488686859910146,90522.95208954084,1089234.4404433207,65.0,M
1651,Si,75.0,65.91632506286406,5506505.407432519,3157084.5552332224,2394.0,M
1652,Si,49.0,61.37977840156727,2974457.735630834,2597279.251059089,1519.0,F
1653,Si,29.0,51.25153588326202,756794.5786557721,3147349.476514225,319.0,F
1654,No,68.0,65.81898742478121,2223735.7139902343,2561908.0217723083,1150.0,F
1655,No,63.0,64.33986577762435,569810.9707675194,3670655.9565240857,45.0,F
1656,Si,36.0,63.86269440288768,1543881.729320398,4196159.934502654,306.0,F
1657,Si,72.0,66.39355836931985,441270.16429264785,954643.7269736233,594.0,M
1658,No,88.0,70.5044484187271,772974.7575162273,1342759.7618188225,770.0,M
1659,No,70.0,66.60789855499347,6179397.657257842,4263247.513500531,1872.0,M
1660,Si,69.0,65.84571934124872,286554.29059751076,3187005.9670881853,51.0,M
1661,No,21.0,62.56644405140951,366880.9073023946,3455808.310237927,117.0,F
1662,Si,51.0,63.97209079823517,446556.7195244697,885666.5905632616,561.0,F
1663,Si,69.0,66.46564435037376,542554.8174652614,2125044.3956487207,153.0,F
1664,Si,34.0,60.44319369817917,873778.5063808721,2562775.894338686,464.0,F
1665,Si,93.0,71.77179504383696,5640379.909790121,3276486.8055649865,2325.0,M
1666,No,39.0,60.801005497537595,576940.6896425511,3521229.8258187897,84.0,M
1667,Si,20.0,59.05013585291993,224153.70609634623,2085600.1245354,20.0,M
1668,Si,69.0,66.3697287828654,6546792.62124443,4212094.532884541,2142.0,M
1669,No,65.0,65.0,1251019.2902122007,1632094.9140188117,893.0,M
1670,Si,67.0,65.17010176121704,2023104.2386774435,2010574.261754954,1225.0,M
1671,No,90.0,66.3167098307261,523918.1141903565,1087234.991134415,504.0,F
1672,No,35.0,57.45044326303286,573624.6862189996,2687074.469974323,170.0,M
1673,No,40.0,64.96697899379822,180683.94803487003,1760318.0628548218,132.0,M
1674,No,56.0,64.4173245863314,1440412.0447845245,2405592.0904455874,684.0,F
1675,No,68.0,65.73623910540509,6624893.4154886715,4073465.3970084935,2200.0,F
1676,No,33.0,55.08005411046835,1500915.2865383069,3681456.2215758315,525.0,F
1677,Si,78.0,68.92495081431707,515152.7903710504,1411056.5023811313,480.0,M
1678,Si,60.0,64.12807858494082,1202622.7392883073,2596921.04225543,588.0,M
1679,Si,33.0,52.699143637439,185278.85429241555,2073743.3435317648,0.0,M
1680,No,53.0,61.357632004017134,2038439.3476007343,2965353.2400420364,840.0,M
1681,Si,73.0,67.110589449635,2182906.6024934864,2130227.1974298204,1375.0,F
1682,Si,92.0,73.02124278402161,4482880.272300016,2091560.6423320652,2960.0,F
1683,Si,51.0,61.638588919908216,2473861.4308816125,3204937.2708471483,891.0,F
1684,Si,89.0,68.7424739213394,416854.63557292195,1717094.0841589724,284.0,M
1685,No,30.0,64.88453632770553,301115.5914336302,2595007.237343928,36.0,M
1686,Si,83.0,66.50677232307817,442800.10724551213,1165125.964347414,455.0,M
1687,Si,80.0,70.22857533808785,2993194.51194741,2243979.9653776307,1860.0,F
1688,Si,61.0,64.28978448255569,610628.7033212639,2643181.2702830527,215.0,F
1689,Si,86.0,69.48352214615602,3476710.2032413483,2759433.7396194106,1564.0,M
1690,No,20.0,51.53004471824882,148372.26184501773,2437728.474160642,56.0,M
1691,Si,90.0,73.24144820906636,4610932.069570696,2938492.783279113,2088.0,M
1692,Si,71.0,66.25716520173344,21524.922477425946,823542.6611253845,0.0,F
1693,No,62.0,63.8094488985244,5411681.402481219,3772168.720531663,1804.0,F
1694,No,56.0,61.54274375770379,2089099.4520924152,2447897.5217206953,1026.0,M
1695,No,70.0,65.74990966630537,6280040.1878069155,3358560.119412284,2548.0,F
1696,Si,44.0,64.52318258400982,2066072.841681336,4219890.546547632,494.0,F
1697,Si,97.0,65.25628961570334,1042824.8104890238,3112282.05341712,316.0,F
1698,Si,69.0,65.12580903373781,3913839.375757872,2983550.86706775,1632.0,M
1699,No,35.0,53.38951623229138,683450.7737142117,4203069.638491686,119.0,M
1700,Si,89.0,66.15672529572183,6567437.5790051455,3059465.5405377597,2840.0,F
1701,Si,51.0,61.33440313602623,2404348.7995798555,4282460.3050046535,594.0,M
1702,Si,93.0,70.34662198363493,5168077.780728485,2921600.7766264803,2400.0,F
1703,Si,41.0,56.76558106521625,2128886.6229749424,3829423.964319597,736.0,M
1704,Si,24.0,49.82195426305016,751122.7339885839,4174177.0011257324,222.0,F
1705,Si,48.0,64.00012569052717,2858805.4131057486,2747049.557058974,1290.0,F
1706,Si,81.0,68.79653915694679,5612220.536455838,2476914.3276244467,3087.0,M
1707,No,42.0,60.7892141303432,902273.3096109806,1048859.383452289,1008.0,F
